record_id,week_start_date,week_end_date,zip_code,city,state,county,facility_name,icd10_code,diagnosis_description,admission_count,er_visit_count,avg_length_of_stay,avg_aqi_for_week,data_source,reporting_period,data_classification,hipaa_compliant,certified
HAR-11802,2025-09-17,2025-09-23,74102,Tulsa,OK,Tulsa,University of Kansas Health System,J18.9,"Pneumonia, unspecified",10,22,3.9,46.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11803,2025-09-17,2025-09-23,74102,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,R05,Cough,13,14,1.5,28.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11804,2025-09-17,2025-09-23,74102,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,11,25,3.8,38.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11805,2025-09-17,2025-09-23,74102,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,13,30,3.7,40.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11806,2025-09-17,2025-09-23,67201,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J45.0,Mild intermittent asthma,14,33,3.9,25.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11807,2025-09-17,2025-09-23,67201,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,11,35,2.1,38.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11808,2025-09-17,2025-09-23,67201,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J18.9,"Pneumonia, unspecified",10,21,4.7,52.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11809,2025-09-17,2025-09-23,67201,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,12,19,3.1,36.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11810,2025-09-17,2025-09-23,67201,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,9,35,3.1,19.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11811,2025-09-17,2025-09-23,67201,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,12,25,3.8,54.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11812,2025-09-17,2025-09-23,67202,Wichita,KS,Sedgwick,University of Kansas Health System,J45.1,Mild persistent asthma,15,30,4.3,41.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11813,2025-09-17,2025-09-23,67202,Wichita,KS,Sedgwick,University of Kansas Health System,R05,Cough,10,22,2.0,41.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11814,2025-09-17,2025-09-23,67202,Wichita,KS,Sedgwick,University of Kansas Health System,J06.9,Acute upper respiratory infection,9,29,3.2,23.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11815,2025-09-17,2025-09-23,67202,Wichita,KS,Sedgwick,Mercy Hospital OKC,J45.0,Mild intermittent asthma,15,23,3.1,43.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11816,2025-09-17,2025-09-23,67202,Wichita,KS,Sedgwick,Mercy Hospital OKC,R05,Cough,9,8,4.2,47.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11817,2025-09-17,2025-09-23,67202,Wichita,KS,Sedgwick,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,10,15,3.6,57.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11818,2025-09-17,2025-09-23,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J22,Acute lower respiratory infection,16,33,2.6,25.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11819,2025-09-17,2025-09-23,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J45.2,Moderate persistent asthma,14,22,3.2,55.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11820,2025-09-17,2025-09-23,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J06.9,Acute upper respiratory infection,3,30,3.9,74.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11821,2025-09-17,2025-09-23,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J06.9,Acute upper respiratory infection,16,32,3.5,33.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11822,2025-09-17,2025-09-23,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,11,27,3.0,50.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11823,2025-09-17,2025-09-23,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,13,27,3.4,46.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11824,2025-09-24,2025-09-30,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,R05,Cough,11,19,4.9,56.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11825,2025-09-24,2025-09-30,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,11,22,3.9,42.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11826,2025-09-24,2025-09-30,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.1,Mild persistent asthma,7,26,2.9,60.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11827,2025-09-24,2025-09-30,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J06.9,Acute upper respiratory infection,12,28,5.1,44.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11828,2025-09-24,2025-09-30,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,R05,Cough,16,26,3.8,16.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11829,2025-09-24,2025-09-30,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J18.9,"Pneumonia, unspecified",9,7,2.7,45.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11830,2025-09-24,2025-09-30,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J22,Acute lower respiratory infection,14,38,5.2,57.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11831,2025-09-24,2025-09-30,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J45.1,Mild persistent asthma,23,29,3.4,32.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11832,2025-09-24,2025-09-30,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",7,30,2.7,51.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11833,2025-09-24,2025-09-30,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,12,39,4.3,22.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11834,2025-09-24,2025-09-30,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,R05,Cough,12,17,2.0,55.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11835,2025-09-24,2025-09-30,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",11,34,4.1,25.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11836,2025-09-24,2025-09-30,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J45.2,Moderate persistent asthma,9,15,4.2,45.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11837,2025-09-24,2025-09-30,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J22,Acute lower respiratory infection,16,42,3.4,34.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11838,2025-09-24,2025-09-30,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J44.1,COPD with acute exacerbation,7,36,3.6,42.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11839,2025-09-24,2025-09-30,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.0,Mild intermittent asthma,11,46,2.6,17.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11840,2025-09-24,2025-09-30,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J06.9,Acute upper respiratory infection,5,22,2.1,40.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11841,2025-09-24,2025-09-30,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,R05,Cough,8,22,3.2,44.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11842,2025-09-24,2025-09-30,74101,Tulsa,OK,Tulsa,University of Kansas Health System,J45.2,Moderate persistent asthma,13,29,4.9,52.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11843,2025-09-24,2025-09-30,74101,Tulsa,OK,Tulsa,University of Kansas Health System,J45.1,Mild persistent asthma,11,14,3.1,38.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11844,2025-09-24,2025-09-30,74101,Tulsa,OK,Tulsa,University of Kansas Health System,J06.9,Acute upper respiratory infection,17,31,2.5,46.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11845,2025-09-24,2025-09-30,74101,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,7,28,2.6,33.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11846,2025-09-24,2025-09-30,74101,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,9,32,3.5,63.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11847,2025-09-24,2025-09-30,74101,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,R05,Cough,15,29,2.6,56.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11848,2025-09-24,2025-09-30,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,10,28,4.0,31.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11849,2025-09-24,2025-09-30,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,14,23,2.9,14.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11850,2025-09-24,2025-09-30,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,12,29,3.3,45.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11851,2025-09-24,2025-09-30,74102,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,6,22,1.4,55.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11852,2025-09-24,2025-09-30,74102,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,9,37,2.9,53.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11853,2025-09-24,2025-09-30,74102,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,11,28,2.4,63.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11854,2025-09-24,2025-09-30,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J22,Acute lower respiratory infection,10,32,2.1,37.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11855,2025-09-24,2025-09-30,67201,Wichita,KS,Sedgwick,University of Kansas Health System,R05,Cough,13,20,3.1,33.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11856,2025-09-24,2025-09-30,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J06.9,Acute upper respiratory infection,11,19,2.3,24.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11857,2025-09-24,2025-09-30,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,11,30,4.0,39.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11858,2025-09-24,2025-09-30,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,R05,Cough,10,20,2.2,60.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11859,2025-09-24,2025-09-30,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,9,31,3.8,21.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11860,2025-09-24,2025-09-30,67202,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,13,21,2.4,32.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11861,2025-09-24,2025-09-30,67202,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J45.1,Mild persistent asthma,16,38,3.6,58.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11862,2025-09-24,2025-09-30,67202,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J18.9,"Pneumonia, unspecified",17,23,4.2,34.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11863,2025-09-24,2025-09-30,67202,Wichita,KS,Sedgwick,Mercy Hospital OKC,J45.2,Moderate persistent asthma,13,30,2.9,51.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11864,2025-09-24,2025-09-30,67202,Wichita,KS,Sedgwick,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,9,30,1.6,58.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11865,2025-09-24,2025-09-30,67202,Wichita,KS,Sedgwick,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,9,34,2.7,35.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11866,2025-09-24,2025-09-30,66101,Kansas City,KS,Wyandotte,OU Health University Hospital,J45.0,Mild intermittent asthma,15,17,3.8,37.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11867,2025-09-24,2025-09-30,66101,Kansas City,KS,Wyandotte,OU Health University Hospital,J45.1,Mild persistent asthma,11,29,2.4,27.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11868,2025-09-24,2025-09-30,66101,Kansas City,KS,Wyandotte,OU Health University Hospital,J45.2,Moderate persistent asthma,7,30,3.1,63.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11869,2025-09-24,2025-09-30,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J18.9,"Pneumonia, unspecified",9,11,2.4,66.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11870,2025-09-24,2025-09-30,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,13,22,2.9,35.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11871,2025-09-24,2025-09-30,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,14,17,3.2,40.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11872,2025-10-01,2025-10-07,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,12,15,1.0,20.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11873,2025-10-01,2025-10-07,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,15,21,1.7,52.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11874,2025-10-01,2025-10-07,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,R05,Cough,7,29,2.8,-10.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11875,2025-10-01,2025-10-07,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,10,28,3.0,42.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11876,2025-10-01,2025-10-07,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,9,27,4.0,69.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11877,2025-10-01,2025-10-07,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,13,36,2.9,57.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11878,2025-10-01,2025-10-07,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J45.2,Moderate persistent asthma,8,30,2.6,44.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11879,2025-10-01,2025-10-07,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,6,46,3.5,58.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11880,2025-10-01,2025-10-07,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,R05,Cough,19,26,2.7,42.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11881,2025-10-01,2025-10-07,73102,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.0,Mild intermittent asthma,6,14,1.6,48.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11882,2025-10-01,2025-10-07,73102,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J44.1,COPD with acute exacerbation,8,27,1.2,56.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11883,2025-10-01,2025-10-07,73102,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J22,Acute lower respiratory infection,6,22,1.9,29.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11884,2025-10-01,2025-10-07,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J45.0,Mild intermittent asthma,10,33,3.0,59.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11885,2025-10-01,2025-10-07,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,R05,Cough,7,31,4.4,45.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11886,2025-10-01,2025-10-07,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J45.2,Moderate persistent asthma,7,21,4.6,31.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11887,2025-10-01,2025-10-07,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J06.9,Acute upper respiratory infection,10,13,4.0,47.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11888,2025-10-01,2025-10-07,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J18.9,"Pneumonia, unspecified",18,16,3.2,69.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11889,2025-10-01,2025-10-07,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.0,Mild intermittent asthma,9,25,3.6,41.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11890,2025-10-01,2025-10-07,74101,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J45.1,Mild persistent asthma,3,15,5.3,35.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11891,2025-10-01,2025-10-07,74101,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,18,29,3.9,41.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11892,2025-10-01,2025-10-07,74101,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,14,37,4.3,46.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11893,2025-10-01,2025-10-07,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J45.2,Moderate persistent asthma,12,30,4.0,43.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11894,2025-10-01,2025-10-07,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,16,31,2.8,54.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11895,2025-10-01,2025-10-07,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,R05,Cough,11,23,3.2,55.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11896,2025-10-01,2025-10-07,74102,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J18.9,"Pneumonia, unspecified",12,15,2.8,38.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11897,2025-10-01,2025-10-07,74102,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,8,17,4.7,44.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11898,2025-10-01,2025-10-07,74102,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,12,32,2.7,48.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11899,2025-10-01,2025-10-07,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,11,40,4.7,45.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11900,2025-10-01,2025-10-07,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",14,29,2.5,56.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11901,2025-10-01,2025-10-07,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,18,30,3.2,53.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11902,2025-10-01,2025-10-07,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,7,26,3.8,45.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11903,2025-10-01,2025-10-07,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,15,33,3.3,43.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11904,2025-10-01,2025-10-07,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,17,17,2.5,45.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11905,2025-10-01,2025-10-07,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J45.2,Moderate persistent asthma,11,19,2.5,49.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11906,2025-10-01,2025-10-07,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J45.1,Mild persistent asthma,15,41,2.6,49.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11907,2025-10-01,2025-10-07,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",12,24,2.3,49.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11908,2025-10-01,2025-10-07,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,14,31,4.5,21.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11909,2025-10-01,2025-10-07,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,9,23,3.6,55.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11910,2025-10-01,2025-10-07,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,9,24,3.1,46.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11911,2025-10-01,2025-10-07,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,18,34,2.1,49.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11912,2025-10-01,2025-10-07,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,10,26,2.1,59.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11913,2025-10-01,2025-10-07,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",10,28,2.1,48.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11914,2025-10-01,2025-10-07,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,12,14,3.4,8.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11915,2025-10-01,2025-10-07,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,18,20,3.1,39.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11916,2025-10-01,2025-10-07,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,11,25,4.6,25.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11917,2025-10-01,2025-10-07,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J44.1,COPD with acute exacerbation,4,30,4.0,51.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11918,2025-10-01,2025-10-07,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J22,Acute lower respiratory infection,9,33,4.2,27.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11919,2025-10-01,2025-10-07,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J45.1,Mild persistent asthma,9,19,4.7,52.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11920,2025-10-08,2025-10-14,73101,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J45.2,Moderate persistent asthma,13,43,3.3,62.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
