measurement_date,station_id,city,state,county,latitude,longitude,elevation_m,pollutant_code,pollutant_name,measurement_value,unit_of_measure,naaqs_standard,aqi_value,aqi_category,exceeds_naaqs,data_source,method,quality_flag,certified
2025-07-16,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,SO2,Sulfur Dioxide,3.453,ppb,75.0,4,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-16,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,CO,Carbon Monoxide,0.372,ppm,9.0,4,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,14.244,µg/m³,12.0,118,Unhealthy for Sensitive Groups,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,22.577,µg/m³,150.0,15,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,58.146,ppb,70.0,83,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,15.872,ppb,100.0,15,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.977,ppb,75.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.497,ppm,9.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,PM2.5,Fine Particulate Matter,10.646,µg/m³,12.0,88,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,PM10,Coarse Particulate Matter,24.064,µg/m³,150.0,16,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,O3,Ozone,52.042,ppb,70.0,74,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,NO2,Nitrogen Dioxide,9.793,ppb,100.0,9,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,SO2,Sulfur Dioxide,4.24,ppb,75.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,CO,Carbon Monoxide,0.169,ppm,9.0,1,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,PM2.5,Fine Particulate Matter,8.232,µg/m³,12.0,68,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,PM10,Coarse Particulate Matter,21.521,µg/m³,150.0,14,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,O3,Ozone,50.548,ppb,70.0,72,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,NO2,Nitrogen Dioxide,26.182,ppb,100.0,26,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,SO2,Sulfur Dioxide,0.29,ppb,75.0,0,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,CO,Carbon Monoxide,0.413,ppm,9.0,4,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,PM2.5,Fine Particulate Matter,2.32,µg/m³,12.0,19,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,PM10,Coarse Particulate Matter,22.428,µg/m³,150.0,14,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,O3,Ozone,48.86,ppb,70.0,69,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,NO2,Nitrogen Dioxide,26.267,ppb,100.0,26,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,SO2,Sulfur Dioxide,2.665,ppb,75.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,CO,Carbon Monoxide,0.692,ppm,9.0,7,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,PM2.5,Fine Particulate Matter,13.434,µg/m³,12.0,111,Unhealthy for Sensitive Groups,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,PM10,Coarse Particulate Matter,19.066,µg/m³,150.0,12,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,O3,Ozone,28.692,ppb,70.0,40,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,NO2,Nitrogen Dioxide,18.635,ppb,100.0,18,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,SO2,Sulfur Dioxide,0.729,ppb,75.0,0,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,CO,Carbon Monoxide,0.737,ppm,9.0,8,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,PM2.5,Fine Particulate Matter,10.376,µg/m³,12.0,86,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,PM10,Coarse Particulate Matter,30.805,µg/m³,150.0,20,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,O3,Ozone,39.837,ppb,70.0,56,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,NO2,Nitrogen Dioxide,18.599,ppb,100.0,18,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,SO2,Sulfur Dioxide,2.771,ppb,75.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,CO,Carbon Monoxide,0.496,ppm,9.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,PM2.5,Fine Particulate Matter,9.266,µg/m³,12.0,77,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,PM10,Coarse Particulate Matter,25.026,µg/m³,150.0,16,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,O3,Ozone,34.486,ppb,70.0,49,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,NO2,Nitrogen Dioxide,10.025,ppb,100.0,10,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,SO2,Sulfur Dioxide,4.011,ppb,75.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,CO,Carbon Monoxide,0.635,ppm,9.0,7,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,PM2.5,Fine Particulate Matter,11.31,µg/m³,12.0,94,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,PM10,Coarse Particulate Matter,34.189,µg/m³,150.0,22,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,O3,Ozone,42.387,ppb,70.0,60,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,NO2,Nitrogen Dioxide,24.712,ppb,100.0,24,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,SO2,Sulfur Dioxide,2.731,ppb,75.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-17,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,CO,Carbon Monoxide,0.32,ppm,9.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,18.617,µg/m³,12.0,155,Unhealthy,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,29.333,µg/m³,150.0,19,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,44.148,ppb,70.0,63,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,21.258,ppb,100.0,21,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.036,ppb,75.0,2,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.653,ppm,9.0,7,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,PM2.5,Fine Particulate Matter,1.237,µg/m³,12.0,10,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,PM10,Coarse Particulate Matter,14.857,µg/m³,150.0,9,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,O3,Ozone,57.351,ppb,70.0,81,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,NO2,Nitrogen Dioxide,15.592,ppb,100.0,15,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,SO2,Sulfur Dioxide,2.769,ppb,75.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,CO,Carbon Monoxide,0.262,ppm,9.0,2,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,PM2.5,Fine Particulate Matter,18.616,µg/m³,12.0,155,Unhealthy,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,PM10,Coarse Particulate Matter,30.772,µg/m³,150.0,20,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,O3,Ozone,43.192,ppb,70.0,61,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,NO2,Nitrogen Dioxide,14.693,ppb,100.0,14,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,SO2,Sulfur Dioxide,3.756,ppb,75.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,CO,Carbon Monoxide,0.861,ppm,9.0,9,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,PM2.5,Fine Particulate Matter,14.95,µg/m³,12.0,124,Unhealthy for Sensitive Groups,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,PM10,Coarse Particulate Matter,37.837,µg/m³,150.0,25,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,O3,Ozone,34.532,ppb,70.0,49,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,NO2,Nitrogen Dioxide,12.288,ppb,100.0,12,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,SO2,Sulfur Dioxide,1.093,ppb,75.0,1,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,CO,Carbon Monoxide,0.584,ppm,9.0,6,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,PM2.5,Fine Particulate Matter,11.76,µg/m³,12.0,98,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,PM10,Coarse Particulate Matter,21.106,µg/m³,150.0,14,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,O3,Ozone,55.311,ppb,70.0,79,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,NO2,Nitrogen Dioxide,24.188,ppb,100.0,24,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,SO2,Sulfur Dioxide,0.689,ppb,75.0,0,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,CO,Carbon Monoxide,0.397,ppm,9.0,4,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,PM2.5,Fine Particulate Matter,14.403,µg/m³,12.0,120,Unhealthy for Sensitive Groups,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,PM10,Coarse Particulate Matter,18.832,µg/m³,150.0,12,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,O3,Ozone,36.022,ppb,70.0,51,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,NO2,Nitrogen Dioxide,22.948,ppb,100.0,22,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,SO2,Sulfur Dioxide,0.973,ppb,75.0,1,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-173-0002,Wichita,KS,Sedgwick County,37.7528,-97.2814,412,CO,Carbon Monoxide,0.45,ppm,9.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,PM2.5,Fine Particulate Matter,12.387,µg/m³,12.0,103,Unhealthy for Sensitive Groups,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,PM10,Coarse Particulate Matter,18.068,µg/m³,150.0,12,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,O3,Ozone,54.998,ppb,70.0,78,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,NO2,Nitrogen Dioxide,13.741,ppb,100.0,13,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,SO2,Sulfur Dioxide,4.21,ppb,75.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-091-0001,Topeka,KS,Shawnee County,39.0473,-95.6752,274,CO,Carbon Monoxide,0.481,ppm,9.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,PM2.5,Fine Particulate Matter,13.792,µg/m³,12.0,114,Unhealthy for Sensitive Groups,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,PM10,Coarse Particulate Matter,27.571,µg/m³,150.0,18,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,O3,Ozone,38.07,ppb,70.0,54,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,NO2,Nitrogen Dioxide,5.13,ppb,100.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,SO2,Sulfur Dioxide,2.953,ppb,75.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-18,20-091-0002,Topeka,KS,Shawnee County,39.0614,-95.7231,268,CO,Carbon Monoxide,0.517,ppm,9.0,5,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,13.319,µg/m³,12.0,110,Unhealthy for Sensitive Groups,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,20.569,µg/m³,150.0,13,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,40.435,ppb,70.0,57,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,28.689,ppb,100.0,28,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,0.753,ppb,75.0,1,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-109-0101,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.636,ppm,9.0,7,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,PM2.5,Fine Particulate Matter,8.684,µg/m³,12.0,72,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,PM10,Coarse Particulate Matter,19.782,µg/m³,150.0,13,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,O3,Ozone,41.795,ppb,70.0,59,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,NO2,Nitrogen Dioxide,12.38,ppb,100.0,12,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,SO2,Sulfur Dioxide,3.205,ppb,75.0,4,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-109-0102,Oklahoma City,OK,Oklahoma County,35.5428,-97.4781,371,CO,Carbon Monoxide,0.754,ppm,9.0,8,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,PM2.5,Fine Particulate Matter,12.967,µg/m³,12.0,108,Unhealthy for Sensitive Groups,Yes,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,PM10,Coarse Particulate Matter,22.944,µg/m³,150.0,15,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,O3,Ozone,33.763,ppb,70.0,48,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,NO2,Nitrogen Dioxide,20.038,ppb,100.0,20,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,SO2,Sulfur Dioxide,5.108,ppb,75.0,6,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-143-0001,Tulsa,OK,Tulsa County,36.154,-95.9928,183,CO,Carbon Monoxide,0.435,ppm,9.0,4,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,PM2.5,Fine Particulate Matter,9.498,µg/m³,12.0,79,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,PM10,Coarse Particulate Matter,18.16,µg/m³,150.0,12,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,O3,Ozone,39.727,ppb,70.0,56,Moderate,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,NO2,Nitrogen Dioxide,1.117,ppb,100.0,1,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,SO2,Sulfur Dioxide,3.006,ppb,75.0,4,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,40-143-0002,Tulsa,OK,Tulsa County,36.0731,-95.8731,196,CO,Carbon Monoxide,0.352,ppm,9.0,3,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,PM2.5,Fine Particulate Matter,4.438,µg/m³,12.0,36,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,PM10,Coarse Particulate Matter,27.623,µg/m³,150.0,18,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,O3,Ozone,32.616,ppb,70.0,46,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2025-07-19,20-173-0001,Wichita,KS,Sedgwick County,37.6872,-97.3301,408,NO2,Nitrogen Dioxide,15.076,ppb,100.0,15,Good,No,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
